CustomerID,Recency,Frequency,Monetary,ProductDiversity,AvgOrderValue,PurchaseSpan,Tenure,Cluster,SegmentName
13831.0,5,13,4820.59,78,370.8146153846154,359,365,0,High-Value Loyalists
13832.0,58,1,561.49,51,561.49,0,58,4,At-Risk / Dormant
13833.0,40,1,316.56,16,316.56,0,40,4,At-Risk / Dormant
13834.0,212,2,324.19,15,162.095,92,305,1,Growth Potential
13835.0,155,3,260.7,15,86.89999999999999,126,281,1,Growth Potential
13836.0,35,2,620.37,29,310.185,15,50,2,Price-Sensitive Regulars
13838.0,5,7,1274.3600000000001,242,182.0514285714286,209,215,0,High-Value Loyalists
13839.0,122,1,139.95000000000002,7,139.95000000000002,0,122,1,Growth Potential
13840.0,52,1,651.4,40,651.4,0,52,4,At-Risk / Dormant
13842.0,2,10,2244.29,113,224.429,294,297,0,High-Value Loyalists
13843.0,17,1,319.75,18,319.75,0,17,2,Price-Sensitive Regulars
13846.0,35,1,442.73,26,442.73,0,35,4,At-Risk / Dormant
13847.0,355,1,310.72,19,310.72,0,355,4,At-Risk / Dormant
13848.0,2,6,2080.0,1,346.6666666666667,363,366,0,High-Value Loyalists
13849.0,33,3,1931.35,108,643.7833333333333,227,260,0,High-Value Loyalists
13851.0,15,5,1955.0,45,391.0,299,315,0,High-Value Loyalists
13852.0,246,1,187.35000000000002,11,187.35000000000002,0,246,1,Growth Potential
13854.0,1,15,4144.44,35,276.296,334,336,0,High-Value Loyalists
13855.0,136,4,1310.3400000000001,64,327.58500000000004,230,367,4,At-Risk / Dormant
13856.0,99,8,753.53,27,94.19125,156,255,2,Price-Sensitive Regulars
13857.0,29,6,1000.91,98,166.81833333333333,177,207,2,Price-Sensitive Regulars
13859.0,165,1,314.7,8,314.7,0,165,4,At-Risk / Dormant
13861.0,65,2,273.26,21,136.63,101,166,1,Growth Potential
13862.0,25,1,346.73,21,346.73,0,25,2,Price-Sensitive Regulars
13863.0,101,3,933.77,43,311.25666666666666,127,229,4,At-Risk / Dormant
13864.0,22,1,662.4000000000001,1,662.4000000000001,0,22,4,At-Risk / Dormant
13869.0,17,6,5006.62,359,834.4366666666666,309,327,3,One-Time Seasonal
13870.0,23,7,2941.14,86,420.16285714285715,282,305,0,High-Value Loyalists
13871.0,64,4,1482.6,48,370.65,290,355,4,At-Risk / Dormant
13872.0,163,3,919.57,51,306.52333333333337,198,361,4,At-Risk / Dormant
13873.0,19,5,649.32,36,129.864,262,282,2,Price-Sensitive Regulars
13874.0,140,6,1508.7,33,251.45000000000002,168,309,4,At-Risk / Dormant
13875.0,23,9,3027.58,114,336.3977777777778,335,358,0,High-Value Loyalists
13877.0,106,2,332.44,20,166.22,219,325,1,Growth Potential
13878.0,183,3,1191.53,59,397.1766666666667,56,240,4,At-Risk / Dormant
13879.0,281,1,395.5,25,395.5,0,281,4,At-Risk / Dormant
13880.0,3,5,1171.89,50,234.37800000000001,194,198,2,Price-Sensitive Regulars
13881.0,11,23,28019.58,148,1218.2426086956523,270,281,0,High-Value Loyalists
13883.0,39,9,3860.89,135,428.98777777777775,246,285,0,High-Value Loyalists
13884.0,12,5,1100.88,87,220.17600000000002,93,106,2,Price-Sensitive Regulars
13888.0,40,5,1563.42,96,312.684,170,211,0,High-Value Loyalists
13889.0,18,5,1574.3300000000002,50,314.86600000000004,303,322,2,Price-Sensitive Regulars
13890.0,10,4,1043.57,48,260.8925,358,369,2,Price-Sensitive Regulars
13891.0,14,3,863.5600000000001,97,287.85333333333335,203,218,2,Price-Sensitive Regulars
13892.0,113,2,634.68,8,317.34,97,211,4,At-Risk / Dormant
13895.0,151,2,1415.45,67,707.725,220,372,4,At-Risk / Dormant
13896.0,261,1,388.55,21,388.55,0,261,4,At-Risk / Dormant
13897.0,74,2,849.56,42,424.78,238,313,4,At-Risk / Dormant
13898.0,47,1,530.47,34,530.47,0,47,4,At-Risk / Dormant
13900.0,25,3,869.64,46,289.88,235,260,2,Price-Sensitive Regulars
13901.0,10,10,2809.14,148,280.914,329,339,0,High-Value Loyalists
13902.0,268,5,34023.26,57,6804.652,92,360,0,High-Value Loyalists
13903.0,36,1,165.45000000000002,10,165.45000000000002,0,36,1,Growth Potential
13905.0,368,1,312.65,12,312.65,0,368,4,At-Risk / Dormant
13906.0,45,1,42.0,1,42.0,0,45,1,Growth Potential
13907.0,327,1,136.8,4,136.8,0,327,1,Growth Potential
13909.0,59,2,286.6,35,143.3,98,157,1,Growth Potential
13911.0,15,11,1654.08,67,150.3709090909091,268,284,0,High-Value Loyalists
13912.0,59,1,124.95,7,124.95,0,59,1,Growth Potential
13913.0,142,1,42.22,3,42.22,0,142,1,Growth Potential
13915.0,30,1,70.80000000000001,2,70.80000000000001,0,30,1,Growth Potential
13916.0,99,4,1275.81,72,318.9525,211,311,4,At-Risk / Dormant
13919.0,60,2,903.87,44,451.935,116,176,4,At-Risk / Dormant
13920.0,67,4,1774.68,81,443.67,130,198,4,At-Risk / Dormant
13921.0,38,4,730.7,36,182.675,319,357,2,Price-Sensitive Regulars
13922.0,73,2,692.95,23,346.475,30,103,4,At-Risk / Dormant
13927.0,73,1,359.27,20,359.27,0,73,4,At-Risk / Dormant
13929.0,52,9,2651.45,37,294.60555555555555,278,330,0,High-Value Loyalists
13931.0,28,9,4019.85,170,446.65,344,372,0,High-Value Loyalists
13935.0,232,3,6116.92,67,2038.9733333333334,55,288,4,At-Risk / Dormant
13936.0,18,2,563.08,31,281.54,31,50,2,Price-Sensitive Regulars
13937.0,38,1,721.28,45,721.28,0,38,4,At-Risk / Dormant
13939.0,67,4,992.41,52,248.1025,181,248,2,Price-Sensitive Regulars
13941.0,8,11,6009.34,33,546.3036363636364,350,359,0,High-Value Loyalists
13942.0,170,1,320.0,1,320.0,0,170,4,At-Risk / Dormant
13943.0,213,1,246.54,15,246.54,0,213,1,Growth Potential
13944.0,289,1,200.43,35,200.43,0,289,1,Growth Potential
13945.0,30,2,854.15,49,427.075,85,115,4,At-Risk / Dormant
13946.0,12,3,1314.66,41,438.22,359,371,2,Price-Sensitive Regulars
13948.0,47,3,446.76,20,148.92,324,371,2,Price-Sensitive Regulars
13952.0,16,12,9572.45,183,797.7041666666668,343,359,0,High-Value Loyalists
13953.0,45,5,3125.0,1,625.0,319,364,0,High-Value Loyalists
13955.0,11,1,222.21,52,222.21,0,11,2,Price-Sensitive Regulars
13957.0,53,3,458.25,21,152.75,240,294,2,Price-Sensitive Regulars
13958.0,15,8,4709.2300000000005,172,588.6537500000001,354,370,0,High-Value Loyalists
13959.0,35,3,477.98,56,159.32666666666668,112,147,2,Price-Sensitive Regulars
13961.0,28,1,538.4,19,538.4,0,28,4,At-Risk / Dormant
13962.0,71,1,193.25,12,193.25,0,71,1,Growth Potential
13963.0,3,14,2347.33,107,167.66642857142855,229,233,0,High-Value Loyalists
13964.0,23,2,438.9,22,219.45,43,66,2,Price-Sensitive Regulars
13965.0,112,3,996.61,23,332.2033333333333,226,339,4,At-Risk / Dormant
13966.0,71,1,390.86,21,390.86,0,71,4,At-Risk / Dormant
13967.0,32,1,85.6,4,85.6,0,32,1,Growth Potential
13968.0,59,1,123.66,8,123.66,0,59,1,Growth Potential
13969.0,1,18,4311.93,240,239.55166666666668,259,260,3,One-Time Seasonal
13970.0,22,2,846.55,10,423.275,51,73,2,Price-Sensitive Regulars
13971.0,59,6,1909.31,87,318.2183333333333,258,318,0,High-Value Loyalists
13974.0,218,1,264.13,15,264.13,0,218,1,Growth Potential
13975.0,29,6,2832.56,290,472.0933333333333,282,311,0,High-Value Loyalists
13976.0,142,3,834.38,43,278.12666666666667,161,304,4,At-Risk / Dormant
13977.0,47,1,519.8100000000001,13,519.8100000000001,0,47,4,At-Risk / Dormant
13979.0,29,6,2540.06,308,423.3433333333333,343,372,0,High-Value Loyalists
13980.0,75,4,599.78,47,149.945,216,292,2,Price-Sensitive Regulars
13981.0,51,1,331.14,22,331.14,0,51,4,At-Risk / Dormant
13982.0,1,6,2573.7799999999997,87,428.9633333333333,322,324,0,High-Value Loyalists
13983.0,2,10,4505.02,186,450.50200000000007,363,366,0,High-Value Loyalists
13984.0,2,8,1128.09,47,141.01125,366,368,2,Price-Sensitive Regulars
13985.0,10,7,2960.73,81,422.9614285714286,293,304,0,High-Value Loyalists
13987.0,15,2,682.54,46,341.27,21,36,2,Price-Sensitive Regulars
13988.0,19,2,609.84,54,304.92,242,261,2,Price-Sensitive Regulars
13989.0,100,3,759.98,34,253.32666666666668,99,199,4,At-Risk / Dormant
13992.0,16,2,142.7,5,71.35,82,99,1,Growth Potential
13993.0,15,10,3309.35,80,330.935,356,372,0,High-Value Loyalists
13995.0,15,9,2508.32,106,278.70222222222225,342,357,0,High-Value Loyalists
13996.0,22,2,845.76,28,422.88,13,35,2,Price-Sensitive Regulars
13997.0,155,3,382.31,36,127.43666666666667,31,186,1,Growth Potential
13998.0,82,3,566.7,30,188.9,129,212,2,Price-Sensitive Regulars
13999.0,10,17,5600.45,132,329.43823529411765,359,370,0,High-Value Loyalists
14000.0,50,4,1410.68,23,352.67,323,373,4,At-Risk / Dormant
14001.0,9,7,2487.01,42,355.2871428571429,120,129,0,High-Value Loyalists
14003.0,368,1,209.41,16,209.41,0,368,1,Growth Potential
14004.0,29,4,1675.81,61,418.9525,42,71,0,High-Value Loyalists
14006.0,164,4,1234.48,40,308.62,124,288,4,At-Risk / Dormant
14007.0,148,1,79.48,5,79.48,0,148,1,Growth Potential
14008.0,68,1,509.04,32,509.04,0,68,4,At-Risk / Dormant
14009.0,98,1,404.3,32,404.3,0,98,4,At-Risk / Dormant
14010.0,201,2,445.15,20,222.575,0,201,4,At-Risk / Dormant
14011.0,116,2,457.82,32,228.91,127,243,4,At-Risk / Dormant
14013.0,16,2,611.5500000000001,30,305.77500000000003,243,259,2,Price-Sensitive Regulars
14014.0,12,2,1443.03,37,721.515,200,212,2,Price-Sensitive Regulars
14016.0,32,7,7012.2,245,1001.7428571428571,304,336,0,High-Value Loyalists
14017.0,207,1,229.75,14,229.75,0,207,1,Growth Potential
14018.0,281,1,367.15000000000003,13,367.15000000000003,0,281,4,At-Risk / Dormant
14020.0,112,2,606.21,29,303.105,52,165,4,At-Risk / Dormant
14021.0,10,4,1084.68,64,271.17,218,228,2,Price-Sensitive Regulars
14022.0,122,1,352.15000000000003,19,352.15000000000003,0,122,4,At-Risk / Dormant
14024.0,26,1,318.04,18,318.04,0,26,2,Price-Sensitive Regulars
14025.0,100,8,4057.9,60,507.2375,119,219,0,High-Value Loyalists
14026.0,106,2,713.11,43,356.555,154,261,4,At-Risk / Dormant
14028.0,186,3,10396.5,3,3465.5,0,186,4,At-Risk / Dormant
14030.0,2,14,5902.2,462,421.5857142857143,362,365,3,One-Time Seasonal
14031.0,1,27,23712.31,204,878.2337037037038,371,372,3,One-Time Seasonal
14032.0,2,6,1874.68,53,312.44666666666666,358,361,0,High-Value Loyalists
14033.0,191,1,109.44,1,109.44,0,191,1,Growth Potential
14035.0,42,4,1428.7,42,357.175,205,248,2,Price-Sensitive Regulars
14037.0,114,4,689.75,76,172.4375,254,368,2,Price-Sensitive Regulars
14038.0,33,2,1509.5,54,754.75,276,309,4,At-Risk / Dormant
14039.0,211,1,115.08000000000001,4,115.08000000000001,0,211,1,Growth Potential
14040.0,22,23,9030.65,265,392.63695652173914,352,374,3,One-Time Seasonal
14042.0,361,1,431.98,21,431.98,0,361,4,At-Risk / Dormant
14043.0,127,2,304.25,37,152.125,238,365,1,Growth Potential
14044.0,54,6,2466.53,445,411.08833333333337,265,320,3,One-Time Seasonal
14045.0,9,13,9653.279999999999,16,742.56,327,336,0,High-Value Loyalists
14047.0,8,10,2946.42,87,294.642,304,312,0,High-Value Loyalists
14048.0,18,2,338.76,55,169.38,0,18,2,Price-Sensitive Regulars
14049.0,23,9,7557.3099999999995,364,839.701111111111,229,253,3,One-Time Seasonal
14051.0,2,15,6823.610000000001,56,454.9073333333334,370,372,0,High-Value Loyalists
14052.0,26,1,255.45,65,255.45,0,26,2,Price-Sensitive Regulars
14053.0,33,2,312.05,3,156.025,89,122,2,Price-Sensitive Regulars
14055.0,213,2,795.3199999999999,23,397.65999999999997,145,359,4,At-Risk / Dormant
14057.0,17,5,2190.88,124,438.17600000000004,354,372,0,High-Value Loyalists
14058.0,98,2,469.19,23,234.595,67,166,4,At-Risk / Dormant
14060.0,2,13,3378.66,43,259.8969230769231,272,274,0,High-Value Loyalists
14061.0,143,3,917.4300000000001,17,305.81,230,374,4,At-Risk / Dormant
14062.0,10,12,15139.35,113,1261.6125,354,365,0,High-Value Loyalists
14063.0,322,7,9471.5,29,1353.0714285714287,44,367,4,At-Risk / Dormant
14064.0,66,10,1978.68,89,197.868,256,323,0,High-Value Loyalists
14065.0,25,3,891.02,42,297.00666666666666,42,67,2,Price-Sensitive Regulars
14068.0,239,3,1262.52,73,420.84,74,313,4,At-Risk / Dormant
14069.0,150,2,230.06,37,115.03,46,197,1,Growth Potential
14070.0,320,1,326.55,40,326.55,0,320,4,At-Risk / Dormant
14072.0,302,1,390.85,19,390.85,0,302,4,At-Risk / Dormant
14074.0,259,1,219.39999999999998,6,219.39999999999998,0,259,1,Growth Potential
14075.0,39,2,782.61,35,391.305,66,106,4,At-Risk / Dormant
14077.0,31,1,115.66,14,115.66,0,31,1,Growth Potential
14078.0,9,4,641.61,79,160.4025,247,257,2,Price-Sensitive Regulars
14079.0,318,1,243.63,1,243.63,0,318,1,Growth Potential
14080.0,49,4,1070.08,70,267.52,323,373,2,Price-Sensitive Regulars
14081.0,5,9,4435.58,439,492.84222222222223,359,365,3,One-Time Seasonal
14082.0,28,1,231.10999999999999,36,231.10999999999999,0,28,2,Price-Sensitive Regulars
14083.0,7,3,388.83,70,129.60999999999999,350,357,2,Price-Sensitive Regulars
14084.0,148,1,150.5,7,150.5,0,148,1,Growth Potential
14085.0,4,15,5641.43,335,376.0953333333334,362,367,3,One-Time Seasonal
14086.0,98,1,39.95,1,39.95,0,98,1,Growth Potential
14087.0,40,2,651.8,126,325.9,330,371,2,Price-Sensitive Regulars
14088.0,42,3,13544.99,93,4514.996666666667,14,57,0,High-Value Loyalists
14091.0,290,2,9530.08,13,4765.04,44,334,4,At-Risk / Dormant
14092.0,10,10,3152.54,92,315.254,348,359,0,High-Value Loyalists
14094.0,75,1,335.22,41,335.22,0,75,4,At-Risk / Dormant
14095.0,358,1,2.95,1,2.95,0,358,1,Growth Potential
14097.0,117,2,422.85999999999996,39,211.42999999999998,164,281,4,At-Risk / Dormant
14099.0,11,9,2661.54,165,295.7266666666667,354,365,0,High-Value Loyalists
14101.0,24,7,3985.14,15,569.3057142857143,233,257,0,High-Value Loyalists
14104.0,25,3,552.37,99,184.12333333333333,170,196,2,Price-Sensitive Regulars
14105.0,44,4,4722.6,172,1180.65,312,357,0,High-Value Loyalists
14106.0,373,1,214.79999999999998,1,214.79999999999998,0,373,1,Growth Potential
14107.0,84,4,2174.07,71,543.5175,281,366,4,At-Risk / Dormant
14108.0,367,2,447.05,18,223.525,6,374,4,At-Risk / Dormant
14110.0,71,21,7304.8,126,347.84761904761905,303,374,0,High-Value Loyalists
14112.0,87,6,2919.44,122,486.5733333333333,202,290,0,High-Value Loyalists
14113.0,11,12,5252.1900000000005,57,437.68250000000006,356,367,0,High-Value Loyalists
14114.0,31,5,977.5600000000001,58,195.512,210,242,2,Price-Sensitive Regulars
14115.0,137,2,622.6700000000001,22,311.33500000000004,165,302,4,At-Risk / Dormant
14118.0,64,1,458.45,15,458.45,0,64,4,At-Risk / Dormant
14119.0,11,2,183.37,11,91.685,342,354,2,Price-Sensitive Regulars
14122.0,42,3,362.42,12,120.80666666666667,331,373,2,Price-Sensitive Regulars
14123.0,369,1,436.18,24,436.18,0,369,4,At-Risk / Dormant
14126.0,80,1,466.33000000000004,28,466.33000000000004,0,80,4,At-Risk / Dormant
14127.0,16,3,1190.3700000000001,64,396.79,45,61,2,Price-Sensitive Regulars
14128.0,187,1,286.71,19,286.71,0,187,4,At-Risk / Dormant
14129.0,35,4,1467.48,22,366.87,179,215,2,Price-Sensitive Regulars
14130.0,11,3,1398.81,131,466.27,353,364,0,High-Value Loyalists
14131.0,284,1,187.87,45,187.87,0,284,1,Growth Potential
14133.0,369,1,305.5,8,305.5,0,369,4,At-Risk / Dormant
14134.0,18,15,11123.35,130,741.5566666666667,347,365,0,High-Value Loyalists
14135.0,3,11,4953.61,90,450.3281818181818,370,373,0,High-Value Loyalists
14136.0,36,5,1570.81,86,314.162,331,367,0,High-Value Loyalists
14137.0,331,1,332.7,11,332.7,0,331,4,At-Risk / Dormant
14139.0,126,3,670.98,29,223.66,52,178,4,At-Risk / Dormant
14142.0,9,2,671.34,42,335.67,273,282,2,Price-Sensitive Regulars
14144.0,122,1,30.599999999999998,1,30.599999999999998,0,122,1,Growth Potential
14145.0,95,3,3857.85,10,1285.95,151,246,4,At-Risk / Dormant
14146.0,19,7,5259.3,204,751.3285714285714,311,331,0,High-Value Loyalists
14147.0,24,7,2106.8,21,300.9714285714286,251,276,0,High-Value Loyalists
14148.0,50,1,309.09000000000003,14,309.09000000000003,0,50,4,At-Risk / Dormant
14151.0,309,2,679.45,44,339.725,43,352,4,At-Risk / Dormant
14152.0,23,5,1376.05,75,275.21,272,295,2,Price-Sensitive Regulars
14153.0,119,1,233.4,17,233.4,0,119,1,Growth Potential
14154.0,17,6,5115.08,204,852.5133333333333,314,331,0,High-Value Loyalists
14156.0,7,97,187388.29,1092,1931.8380412371134,366,374,3,One-Time Seasonal
14157.0,25,3,569.9,33,189.96666666666667,256,282,2,Price-Sensitive Regulars
14159.0,15,9,3236.15,366,359.57222222222225,357,372,3,One-Time Seasonal
14160.0,246,7,8421.47,80,1203.0671428571427,88,334,0,High-Value Loyalists
14161.0,5,5,2208.36,153,441.672,357,362,0,High-Value Loyalists
14163.0,98,1,148.71,6,148.71,0,98,1,Growth Potential
14166.0,141,2,256.85,39,128.425,121,262,1,Growth Potential
14167.0,100,4,721.65,32,180.4125,217,317,2,Price-Sensitive Regulars
14168.0,56,2,370.45,11,185.225,143,200,2,Price-Sensitive Regulars
14169.0,66,2,616.03,49,308.015,13,80,4,At-Risk / Dormant
14170.0,11,3,597.33,123,199.11,19,31,2,Price-Sensitive Regulars
14171.0,366,1,135.0,6,135.0,0,366,1,Growth Potential
14172.0,241,3,402.72,38,134.24,37,278,1,Growth Potential
14173.0,277,2,135.16,3,67.58,89,366,1,Growth Potential
14175.0,54,5,4456.58,125,891.316,209,263,0,High-Value Loyalists
14176.0,3,2,339.11,14,169.555,13,17,2,Price-Sensitive Regulars
14177.0,17,9,1669.93,118,185.54777777777778,270,287,0,High-Value Loyalists
14180.0,8,9,1570.73,44,174.52555555555557,175,184,0,High-Value Loyalists
14181.0,46,2,310.55,48,155.275,151,198,2,Price-Sensitive Regulars
14182.0,79,4,678.77,42,169.6925,152,232,2,Price-Sensitive Regulars
14183.0,47,2,286.29,27,143.145,69,117,1,Growth Potential
14186.0,63,5,1550.63,75,310.12600000000003,217,280,0,High-Value Loyalists
14187.0,109,1,123.5,8,123.5,0,109,1,Growth Potential
14189.0,4,2,1160.31,46,580.155,20,24,2,Price-Sensitive Regulars
14190.0,302,1,79.9,1,79.9,0,302,1,Growth Potential
14191.0,30,2,132.9,6,66.45,334,364,1,Growth Potential
14192.0,24,1,293.74,14,293.74,0,24,2,Price-Sensitive Regulars
14193.0,32,1,356.8,22,356.8,0,32,4,At-Risk / Dormant
14194.0,28,15,7321.07,246,488.0713333333333,310,338,0,High-Value Loyalists
14195.0,75,4,1603.6,5,400.9,194,270,4,At-Risk / Dormant
14197.0,46,1,390.05,20,390.05,0,46,4,At-Risk / Dormant
14198.0,36,5,868.33,33,173.666,303,339,2,Price-Sensitive Regulars
14199.0,59,3,906.3,15,302.09999999999997,106,166,4,At-Risk / Dormant
14200.0,253,1,379.2,21,379.2,0,253,4,At-Risk / Dormant
14201.0,45,3,446.1,17,148.70000000000002,179,224,2,Price-Sensitive Regulars
14202.0,17,3,847.76,27,282.58666666666664,243,260,2,Price-Sensitive Regulars
14203.0,33,1,339.34,16,339.34,0,33,2,Price-Sensitive Regulars
14204.0,58,3,901.9300000000001,158,300.6433333333334,315,373,4,At-Risk / Dormant
14205.0,30,7,1947.5,65,278.2142857142857,248,278,0,High-Value Loyalists
14206.0,24,2,856.85,43,428.425,14,38,2,Price-Sensitive Regulars
14207.0,323,1,157.8,2,157.8,0,323,1,Growth Potential
14208.0,187,1,415.31,25,415.31,0,187,4,At-Risk / Dormant
14209.0,21,9,2919.84,97,324.4266666666667,301,322,0,High-Value Loyalists
14210.0,7,11,3955.6800000000003,128,359.60727272727274,331,338,0,High-Value Loyalists
14211.0,47,9,2161.19,96,240.13222222222223,319,366,0,High-Value Loyalists
14212.0,81,1,1119.6599999999999,12,1119.6599999999999,0,81,4,At-Risk / Dormant
14213.0,40,1,1192.2,5,1192.2,0,40,4,At-Risk / Dormant
14215.0,4,4,1626.61,81,406.6525,363,367,0,High-Value Loyalists
14216.0,50,1,310.74,18,310.74,0,50,4,At-Risk / Dormant
14217.0,2,7,1411.91,68,201.70142857142858,161,163,0,High-Value Loyalists
14219.0,45,2,543.89,32,271.945,83,129,2,Price-Sensitive Regulars
14220.0,203,2,882.5999999999999,12,441.29999999999995,2,205,4,At-Risk / Dormant
14221.0,85,8,3084.69,67,385.58625,163,248,0,High-Value Loyalists
14224.0,26,5,847.78,101,169.55599999999998,154,180,2,Price-Sensitive Regulars
14225.0,70,4,2037.02,70,509.255,261,332,4,At-Risk / Dormant
14226.0,77,1,770.34,31,770.34,0,77,4,At-Risk / Dormant
14227.0,50,5,3015.2000000000003,163,603.0400000000001,255,305,0,High-Value Loyalists
14228.0,73,3,745.5,38,248.5,108,182,4,At-Risk / Dormant
14229.0,39,4,1046.84,21,261.71,68,107,2,Price-Sensitive Regulars
14230.0,71,3,979.8000000000001,27,326.6,112,184,4,At-Risk / Dormant
14231.0,86,1,309.91,19,309.91,0,86,4,At-Risk / Dormant
14233.0,101,3,1441.55,30,480.51666666666665,178,280,4,At-Risk / Dormant
14235.0,134,4,1573.1299999999999,53,393.28249999999997,121,255,4,At-Risk / Dormant
14236.0,8,4,1253.78,29,313.445,133,141,2,Price-Sensitive Regulars
14237.0,9,2,471.14,26,235.57,217,226,2,Price-Sensitive Regulars
14238.0,298,2,287.38,5,143.69,72,370,1,Growth Potential
14239.0,67,10,1882.3200000000002,41,188.23200000000003,303,370,0,High-Value Loyalists
14240.0,59,1,357.15,19,357.15,0,59,4,At-Risk / Dormant
14241.0,332,1,120.0,2,120.0,0,332,1,Growth Potential
14243.0,1,8,4842.28,180,605.285,110,112,0,High-Value Loyalists
14244.0,296,1,366.41999999999996,16,366.41999999999996,0,296,4,At-Risk / Dormant
14247.0,40,4,635.89,72,158.9725,146,187,2,Price-Sensitive Regulars
14248.0,95,2,730.37,33,365.185,55,151,4,At-Risk / Dormant
14249.0,46,12,5625.46,177,468.78833333333336,268,315,0,High-Value Loyalists
14252.0,17,1,350.99,10,350.99,0,17,2,Price-Sensitive Regulars
14253.0,129,2,363.40000000000003,11,181.70000000000002,129,259,1,Growth Potential
14254.0,68,1,601.03,23,601.03,0,68,4,At-Risk / Dormant
14256.0,127,3,1504.93,70,501.6433333333334,202,330,4,At-Risk / Dormant
14257.0,16,4,2854.73,97,713.6825,268,284,0,High-Value Loyalists
14258.0,31,16,19381.36,85,1211.335,340,371,0,High-Value Loyalists
14260.0,107,3,824.28,50,274.76,77,184,4,At-Risk / Dormant
14263.0,59,1,322.93,16,322.93,0,59,4,At-Risk / Dormant
14264.0,15,4,1183.39,49,295.8475,232,247,2,Price-Sensitive Regulars
14265.0,100,2,843.17,47,421.585,147,248,4,At-Risk / Dormant
14266.0,64,1,40.56,1,40.56,0,64,1,Growth Potential
14268.0,106,1,354.85,19,354.85,0,106,4,At-Risk / Dormant
14269.0,75,1,295.73,16,295.73,0,75,4,At-Risk / Dormant
14271.0,45,1,106.81,28,106.81,0,45,1,Growth Potential
14272.0,198,2,482.85,31,241.425,19,218,4,At-Risk / Dormant
14274.0,322,1,256.6,15,256.6,0,322,1,Growth Potential
14275.0,31,6,1189.3799999999999,14,198.23,211,243,2,Price-Sensitive Regulars
14276.0,43,4,982.94,38,245.735,253,296,2,Price-Sensitive Regulars
14277.0,47,5,12637.16,145,2527.432,314,362,0,High-Value Loyalists
14278.0,45,1,205.83,13,205.83,0,45,1,Growth Potential
14279.0,156,2,191.86,3,95.93,160,317,1,Growth Potential
14281.0,44,1,245.15,7,245.15,0,44,1,Growth Potential
14282.0,3,11,4120.32,59,374.57454545454544,295,298,0,High-Value Loyalists
14283.0,99,4,628.4399999999999,36,157.10999999999999,106,205,2,Price-Sensitive Regulars
14284.0,289,1,704.4,35,704.4,0,289,4,At-Risk / Dormant
14285.0,149,4,1374.41,33,343.6025,217,367,4,At-Risk / Dormant
14286.0,40,4,3851.0099999999998,167,962.7524999999999,331,371,0,High-Value Loyalists
14290.0,49,3,2201.91,43,733.9699999999999,318,367,4,At-Risk / Dormant
14291.0,16,12,4020.85,158,335.0708333333333,349,366,0,High-Value Loyalists
14292.0,46,7,4354.32,66,622.0457142857142,220,266,0,High-Value Loyalists
14293.0,4,6,2221.37,62,370.2283333333333,360,365,0,High-Value Loyalists
14294.0,43,1,375.34,23,375.34,0,43,4,At-Risk / Dormant
14295.0,74,3,2186.71,60,728.9033333333333,291,366,4,At-Risk / Dormant
14296.0,57,2,456.40000000000003,27,228.20000000000002,152,210,2,Price-Sensitive Regulars
14298.0,11,38,39667.19,712,1043.8734210526316,352,364,3,One-Time Seasonal
14299.0,1,19,10533.87,90,554.4142105263159,371,373,0,High-Value Loyalists
14301.0,52,3,1352.04,29,450.68,250,302,4,At-Risk / Dormant
14302.0,66,3,742.9000000000001,25,247.63333333333335,306,373,2,Price-Sensitive Regulars
14303.0,43,2,277.94,21,138.97,27,70,1,Growth Potential
14304.0,15,2,1341.56,63,670.78,190,206,4,At-Risk / Dormant
14306.0,14,4,1058.0800000000002,12,264.52000000000004,298,313,2,Price-Sensitive Regulars
14307.0,9,5,2075.31,112,415.062,358,368,0,High-Value Loyalists
14309.0,49,2,1428.28,69,714.14,137,186,4,At-Risk / Dormant
14310.0,68,1,492.1,22,492.1,0,68,4,At-Risk / Dormant
14311.0,203,1,206.19,11,206.19,0,203,1,Growth Potential
14312.0,14,5,1478.7,88,295.74,125,140,0,High-Value Loyalists
14314.0,66,1,109.80000000000001,2,109.80000000000001,0,66,1,Growth Potential
14315.0,200,2,716.69,26,358.345,70,270,4,At-Risk / Dormant
14316.0,58,5,1370.34,21,274.068,208,266,2,Price-Sensitive Regulars
14318.0,96,1,158.02,9,158.02,0,96,1,Growth Potential
14319.0,60,1,494.85,26,494.85,0,60,4,At-Risk / Dormant
14320.0,182,3,868.96,46,289.65333333333336,141,323,4,At-Risk / Dormant
14321.0,67,2,687.3100000000001,56,343.65500000000003,41,109,4,At-Risk / Dormant
14322.0,65,4,474.1,10,118.525,230,295,2,Price-Sensitive Regulars
14324.0,45,2,701.61,41,350.805,283,329,4,At-Risk / Dormant
14325.0,205,1,245.48000000000002,18,245.48000000000002,0,205,1,Growth Potential
14326.0,99,2,757.13,48,378.565,69,168,4,At-Risk / Dormant
14327.0,18,5,1583.28,89,316.656,318,336,0,High-Value Loyalists
14329.0,11,8,4912.38,206,614.0475,348,359,0,High-Value Loyalists
14330.0,259,1,200.63,13,200.63,0,259,1,Growth Potential
14332.0,17,2,1077.2,31,538.6,35,52,2,Price-Sensitive Regulars
14334.0,61,4,1766.27,77,441.5675,143,204,4,At-Risk / Dormant
14338.0,172,1,339.88,19,339.88,0,172,4,At-Risk / Dormant
